1180133	13110
1180133	35484
1131507	38372
1061748	38372
1155052	38383
1033636	108060
1151511	229998
1034844	468556
1034844	582421
1033068	583085
1052034	920676
1061623	1061712
8795822	1061712
1033068	1082791
1033656	1083244
1033079	1086958
8796340	1086958
1178565	1228387
2498739	1282065
1151707	1282065
1047763	2756078
3238626	3741790
133600	1
189967	1
194887	1
1008430	1
1029744	1
1030164	1
1030372	1
1047332	1
1047350	1
1048978	1
1049773	1
188253	1
996590	1
1003903	1
1005318	1
1009735	1
1029505	1
1029519	1
1029709	1
1029890	1
1030508	1
205466	2
206857	2
208015	2
223943	2
328569	2
453977	2
1037783	2
1049464	2
2926122	2
11075737	2
11088438	2
216467	2
128484	36
311558	36
323720	36
326221	36
327373	36
327374	36
328021	36
328028	36
328030	36
328031	36
328032	36
328034	36
328074	36
328449	36
328504	36
328845	36
331399	36
337647	36
790473	36
815710	36
914906	36
915325	36
918911	36
922253	36
1019159	36
1019571	36
1025101	36
1025102	36
1048665	36
1048667	36
1048710	36
1049244	36
1049585	36
1049814	36
1052017	36
1055202	36
1065128	36
1178700	36
1178702	36
1179770	36
2922894	36
453387	36
596410	36
5004543	36
206857	45
218733	45
11075737	45
131110	55
592978	55
717062	55
12055593	55
339784	55
587878	55
715960	55
1034228	55
2762990	55
2764456	55
2866748	55
3479007	55
3479458	55
4969110	62
207996	64
343458	64
613506	64
899477	64
912958	64
916880	64
917010	64
917739	64
917962	64
918318	64
918425	64
918475	64
1002491	64
915128	64
917056	64
917120	64
917473	64
917828	64
918009	64
918342	64
918461	64
205466	69
206805	69
212899	69
213696	69
216654	69
217212	69
217218	69
217228	69
220101	69
312939	69
449554	69
492903	69
847095	69
994610	69
1020212	69
11116746	69
11117444	69
11117451	69
203946	69
204043	69
205098	69
205264	69
205467	69
206060	69
210307	69
210308	69
215092	69
223038	69
223306	69
343492	69
204298	84
205466	84
206587	84
206726	84
206805	84
207534	84
210353	84
210791	84
212899	84
213696	84
216654	84
217009	84
217212	84
217218	84
217228	84
217820	84
220101	84
223455	84
312939	84
449463	84
449554	84
466674	84
492903	84
596370	84
847095	84
994610	84
995141	84
1049496	84
1049518	84
2598871	84
10721067	84
10948079	84
11083279	84
11116746	84
11117444	84
11117451	84
13396936	84
203479	84
203946	84
204043	84
204101	84
204375	84
205098	84
205187	84
205264	84
205418	84
205467	84
206059	84
206060	84
206727	84
206854	84
207337	84
207803	84
208239	84
208245	84
210307	84
210308	84
210788	84
211041	84
211320	84
211666	84
211782	84
215092	84
216879	84
223038	84
223306	84
223791	84
224136	84
340242	84
343492	84
357021	84
994474	84
994490	84
995122	84
1015236	84
1157174	84
4834785	84
128576	96
206726	96
318307	96
341481	96
402820	96
454005	96
458242	96
458339	96
596370	96
614352	96
993263	96
994773	96
995159	96
1024059	96
1039683	96
1049276	96
1049342	96
10712024	96
10948480	96
211666	96
223038	96
223306	96
342857	96
343043	96
440131	96
451516	96
593855	96
596176	96
619819	96
995122	96
1024600	96
128576	99
206726	99
318307	99
341481	99
402820	99
454005	99
458242	99
458339	99
596370	99
614352	99
993263	99
994631	99
994773	99
995159	99
1024059	99
1039683	99
1049276	99
1049342	99
10712024	99
10948480	99
11037519	99
211666	99
223038	99
223306	99
342857	99
343043	99
440131	99
451516	99
593855	99
596176	99
619819	99
995122	99
1024600	99
128576	108
206726	108
318307	108
341481	108
402820	108
454005	108
458242	108
458339	108
596370	108
614352	108
993263	108
994773	108
995159	108
1024059	108
1039683	108
1049276	108
1049342	108
1049497	108
10712024	108
10948480	108
211666	108
223038	108
223306	108
342857	108
343043	108
440131	108
451516	108
593855	108
596176	108
619819	108
995122	108
1024600	108
128576	111
206726	111
318307	111
341481	111
402820	111
454005	111
458242	111
458339	111
596370	111
614352	111
993263	111
994773	111
995159	111
1024059	111
1039683	111
1049276	111
1049342	111
10712024	111
10948480	111
211666	111
223038	111
223306	111
342857	111
343043	111
440131	111
451516	111
593855	111
596176	111
619819	111
995122	111
1024600	111
206726	121
596370	121
993263	121
994773	121
995159	121
1049276	121
1049342	121
10948480	121
211666	121
223038	121
223306	121
343043	121
995122	121
13396936	122
206726	129
596370	129
993263	129
994773	129
995159	129
1049276	129
1049342	129
2805245	129
10948480	129
211666	129
215394	129
223038	129
223306	129
343043	129
994642	129
995122	129
1012135	129
995159	142
1020212	142
1049276	142
1049342	142
10948480	142
223306	142
343043	142
995159	144
1020212	144
1049276	144
1049342	144
10948480	144
223306	144
343043	144
1023314	144
206726	145
596370	145
993263	145
994773	145
995159	145
1049276	145
1049342	145
10948480	145
211666	145
223038	145
223306	145
343043	145
995122	145
206726	153
596370	153
993263	153
994773	153
995159	153
1049276	153
1049342	153
2805245	153
10948480	153
211666	153
215394	153
223038	153
223306	153
343043	153
994642	153
995122	153
1012135	153
206726	155
596370	155
993263	155
994773	155
995159	155
1049276	155
1049342	155
2805245	155
10948480	155
211666	155
215394	155
223038	155
223306	155
343043	155
994642	155
995122	155
1012135	155
206726	157
596370	157
993263	157
994773	157
995159	157
1049276	157
1049342	157
10948480	157
211666	157
223038	157
223306	157
343043	157
995122	157
206726	158
596370	158
993263	158
994773	158
995159	158
1049276	158
1049342	158
10948480	158
211666	158
223038	158
223306	158
343043	158
995122	158
127708	164
128089	164
128436	164
128459	164
205064	164
205259	164
207232	164
289433	164
289513	164
310660	164
310803	164
311517	164
311518	164
311523	164
311557	164
311558	164
311565	164
311571	164
311573	164
311580	164
311659	164
311911	164
323721	164
323744	164
323822	164
323898	164
323911	164
323945	164
324408	164
326221	164
326395	164
326801	164
327255	164
327365	164
327373	164
327374	164
327933	164
328021	164
328024	164
328031	164
328034	164
328037	164
328060	164
328236	164
328324	164
328449	164
328462	164
328495	164
328584	164
328601	164
328685	164
328821	164
328845	164
330769	164
331203	164
331399	164
333309	164
337643	164
337647	164
347428	164
456555	164
740529	164
791225	164
795189	164
795608	164
795842	164
912807	164
913266	164
914480	164
915325	164
915655	164
915860	164
916424	164
916425	164
917499	164
918911	164
922253	164
922653	164
922678	164
995129	164
1019159	164
1025098	164
1025101	164
1025102	164
1035243	164
1037263	164
1037335	164
1037784	164
1043463	164
1045909	164
1045997	164
1047342	164
1048665	164
1048710	164
1048954	164
1048958	164
1048963	164
1049182	164
1049266	164
1049299	164
1049560	164
1050412	164
1050831	164
1050838	164
1051377	164
1052017	164
1052764	164
1052768	164
1052968	164
1053890	164
1053893	164
1177364	164
1177473	164
1178125	164
1178320	164
1178620	164
1178656	164
1178672	164
1178702	164
1178934	164
1179099	164
1179347	164
1179487	164
1179780	164
1194666	164
1228387	164
2564270	164
2815988	164
2923808	164
2925218	164
4197459	164
11049119	164
311544	164
740825	164
992622	164
1041361	164
1064990	164
4197815	164
326376	165
337393	165
720441	165
720920	165
1050834	165
1051322	165
1051988	165
1178490	165
2714489	165
4404782	165
10821332	165
757427	165
757448	165
3220241	165
156096	166
176000	166
185133	166
264645	166
311573	166
328609	166
328611	166
328681	166
330433	166
330945	166
330973	166
330977	166
331003	166
502632	166
610216	166
720920	166
723951	166
914480	166
916442	166
984060	166
1019093	166
1019106	166
1019109	166
1046724	166
1047974	166
1048371	166
1049057	166
1049471	166
1050716	166
1050872	166
1051255	166
1051310	166
1051322	166
1051399	166
1051627	166
1051983	166
1051990	166
1051992	166
1052017	166
1052046	166
1052047	166
1052056	166
1052072	166
1052591	166
1052763	166
1052768	166
1052790	166
1177529	166
1177539	166
1178269	166
1178271	166
1178539	166
1178684	166
1208974	166
2645410	166
2645857	166
2815988	166
2852595	166
3206797	166
5185478	166
10189064	166
10722889	166
10817498	166
10821332	166
18024	166
453387	166
460840	166
764100	166
790005	166
795841	166
795855	166
1055330	166
1055999	166
1057135	166
1074540	166
1244013	166
2819608	166
159233	167
1045608	167
330433	180
330945	180
330973	180
330977	180
1019106	180
795841	180
328611	217
1037781	217
327863	218
327873	218
1048967	218
115738	219
311501	219
327863	219
328576	219
794660	219
1048967	219
1053877	219
2848616	219
2848665	219
610216	220
704391	220
1047974	220
1178271	220
10722889	220
18024	220
795841	220
2819608	220
307385	249
18024	249
1055330	249
1055999	249
1244013	249
2643356	249
2819608	249
704391	253
2848616	254
331285	269
160012	281
188907	281
189627	281
189689	281
205045	281
213464	281
582612	281
745749	281
984199	281
1008430	281
1008876	281
1013880	281
1029477	281
1029744	281
1030164	281
1030372	281
6756773	281
8106970	281
10817498	281
11957746	281
16680150	281
16680184	281
18294947	281
6659984	281
11499927	281
159785	281
161365	281
187980	281
188520	281
189230	281
189467	281
189490	281
189527	281
189952	281
190384	281
190447	281
191582	281
192123	281
193280	281
193651	281
194524	281
194916	281
196148	281
248518	281
480390	281
484293	281
586334	281
593107	281
795841	281
998933	281
1001421	281
1008448	281
1008604	281
1009339	281
1009428	281
1009488	281
1017409	281
1028924	281
1029505	281
1029519	281
1029539	281
1029709	281
1029890	281
1030508	281
1030609	281
1030736	281
1031395	281
1057135	281
1244013	281
6891728	281
6973526	281
10482179	281
12026817	281
11470211	282
161365	282
189310	283
189627	283
191315	283
233089	283
233526	283
243102	283
298485	283
324385	283
326003	283
326424	283
348183	283
348297	283
348307	283
348349	283
350653	283
533959	283
588006	283
604542	283
686348	283
730039	283
884896	283
981490	283
992612	283
1009374	283
1016138	283
1017659	283
1043485	283
2661472	283
3121443	283
3441712	283
3451342	283
3487294	283
3692372	283
5006600	283
11957746	283
128473	283
140695	283
140888	283
140890	283
141182	283
144598	283
159786	283
187980	283
188931	283
190622	283
190625	283
192686	283
193142	283
233080	283
233208	283
233445	283
234014	283
234057	283
248499	283
289475	283
299178	283
326310	283
326313	283
326441	283
337204	283
348333	283
351068	283
404870	283
587957	283
587958	283
587977	283
588674	283
588676	283
588681	283
683047	283
813785	283
813850	283
885148	283
997633	283
1003257	283
1008448	283
1029965	283
1030627	283
1041107	283
1041437	283
1172671	283
2866032	283
2944808	283
3198999	283
3409498	283
3412955	283
3413060	283
3492964	283
3689767	283
3765632	283
4198510	283
4963601	283
176000	285
239265	285
329065	285
329767	285
508212	285
729585	285
736162	285
736171	285
736204	285
750497	285
1045608	285
1045613	285
1046310	285
1046312	285
1269215	285
2752704	285
2753399	285
2753408	285
2753477	285
3220775	285
184847	285
265517	285
750927	285
